USERID,ITEMID,RATING,LATITUDE,LONGITUDE
12420,h:22363,1,-6.218393,106.777807
5464,h:26702,1,-7.967111,112.607478
7470,h:20341,1,35.208823,-80.82851
17348,h:2621,1,40.887104,-72.390667
4967,h:25659,1,39.19174,-77.155957
15157,h:10508,1,45.461803,9.136805
8969,h:13583,1,35.797581,-78.506026
16811,h:260,1,33.88267,-84.249499
12229,h:502,1,41.873268,-87.624485
4768,h:1362,1,40.719777,-74.042829
7661,h:1945,1,41.311693,-72.926413
11743,h:5,1,37.784411,-122.408097
6205,h:5464,1,35.163652,-101.902828
2587,h:22384,1,40.645955,-75.253826
2697,h:773,1,39.771401,-86.171511
11371,h:3448,1,45.458877,9.179696
11267,h:515,1,38.896319,-77.032798
2741,h:13428,1,42.482476,-71.213562
1514,h:853,1,40.880177,-74.154251
281,h:2520,1,39.916498,-75.069465
12327,h:6503,1,41.156165,-73.22895
14801,h:1382,1,40.743762,-74.029006
320,h:5539,1,51.457943,7.006107
7552,h:846,1,40.7557,-73.9821
17010,h:34967,1,32.858909,-117.242833
4967,h:25659,1,39.192209,-77.155492
3105,h:24433,1,33.645785,-86.636884
3593,h:11,1,37.752285,-122.418358
14834,h:246,1,40.7099,-74.0084
298,h:249,1,40.782604,-73.950677
7723,h:734,1,42.354168,-71.052339
8863,h:26382,1,43.612548,-79.544613
10850,h:156,1,40.745064,-73.992637
5768,h:32097,1,39.779055,-89.704735
11070,h:6889,1,30.20719,-81.389921
3703,h:18851,1,43.014525,-85.684915
7955,h:30826,1,38.894498,-77.070163
5778,h:1837,1,34.756957,-92.270532
104,h:246,1,40.708523,-74.008434
11488,h:6205,1,35.803962,-78.780326
15700,h:1342,1,3.056074,101.58427
7121,h:14442,1,-6.231667,106.696343
16226,h:2520,1,39.913688,-75.06502
17633,h:42811,1,36.022057,-84.312596
5736,h:405,1,37.733436,-122.434338
14307,h:424,1,38.893371,-77.005137
3105,h:24433,1,33.645722,-86.636907
14246,h:2224,1,39.075921,-77.160866
7311,h:12996,1,47.504077,19.062735
9974,h:11822,1,25.599823,-80.349301
15530,h:162,1,40.762772,-73.973823
9371,h:1523,1,43.047186,-76.137465
17751,h:3190,1,25.750281,-80.244369
111,h:2442,1,37.79793,-122.264167
4180,h:10480,1,42.349656,-71.134814
14718,h:27307,1,39.565536,-76.975924
17954,h:2258,1,42.348067,-71.096541
7583,h:3620,1,51.507779,-0.007283
161,h:260,1,33.457785,-83.96744
11827,h:28798,1,30.051143,-95.235899
15561,h:6358,1,41.363707,-75.698398
14800,h:493,1,40.7374,-74.008
7637,h:20599,1,45.708148,-121.512271
13422,h:2670,1,-23.599259,-46.651964
10074,h:1209,1,33.335118,-111.859188
17321,h:3320,1,37.338321,-121.889686
12619,h:3217,1,40.491903,-3.593624
1298,h:5041,1,52.389923,-1.735962
4427,h:507,1,34.102005,-118.341802
2374,h:21384,1,-6.706221,111.341863
7053,h:686,1,38.953719,-77.447927
8318,h:12541,1,34.927945,-81.986714
17807,h:397,1,34.172403,-118.304329
10628,h:260,1,34.260142,-83.930763
9085,h:796,1,47.622701,-122.349242
14049,h:1012,1,42.372195,-71.11561
11532,h:451,1,30.041467,-93.834245
15421,h:2824,1,40.79822,-74.25742
10081,h:15640,1,41.195822,16.598117
7425,h:2068,1,34.491109,-85.772361
14445,h:1768,1,40.734022,-73.987741
14246,h:2224,1,39.058252,-77.1196
15575,h:4912,1,41.64385,-70.279715
7986,h:15725,1,36.069111,-115.172242
5902,h:876,1,41.882702,-87.622662
2798,h:3952,1,51.546662,-0.12085
12068,h:26726,1,35.986378,-114.929975
9409,h:12642,1,-0.05697,109.352427
2017,h:19634,1,38.923107,-77.236097
3129,h:2945,1,42.517749,-83.186394
15330,h:869,1,36.178234,-115.161404
1453,h:6924,1,28.375897,-81.549389
12747,h:32177,1,32.746631,-117.011832
15202,h:2211,1,40.6826,-73.9932
13396,h:149,1,40.725177,-73.995409
15886,h:26661,1,27.833639,-82.322593
1258,h:29,1,37.778373,-122.389694
3471,h:25656,1,39.016148,-77.059321
7825,h:27749,1,5.989221,116.100711
13276,h:10198,1,21.52557,-158.038402
3294,h:7918,1,33.775791,-84.299478
17649,h:5516,1,-6.294606,106.840478
12068,h:1129,1,34.077104,-118.383668
7076,h:88,1,40.723374,-74.004722
15280,h:20979,1,40.83421,-73.851671
15369,h:5106,1,29.770641,-95.413228
10629,h:515,1,38.902516,-77.031968
10626,h:14205,1,39.151812,-84.469049
11295,h:2325,1,33.698532,-117.86159
416,h:249,1,41.521435,-74.41684
4809,h:8458,1,53.512237,-1.097982
6546,h:869,1,36.17317,-115.20563
17145,h:32125,1,34.808683,-92.209906
5282,h:8515,1,45.006049,-93.461615
107,h:2344,1,33.192934,-87.568447
8265,h:139,1,40.782556,-73.965068
6682,h:362,1,35.65419,-120.526811
9147,h:4660,1,-6.26877,107.100283
9599,h:625,1,38.89778,-77.006435
14268,h:3194,1,40.470549,-3.609519
5055,h:2149,1,33.845232,-84.369167
15316,h:22470,1,-5.151937,119.423089
3747,h:3170,1,40.916149,-74.075359
13046,h:32206,1,53.536979,-2.759139
9430,h:1960,1,39.956419,-75.189754
9920,h:2360,1,33.96267,-81.234831
9639,h:961,1,35.223064,-80.922879
17435,h:235,1,33.508657,-112.021965
6151,h:1372,1,40.757079,-73.917546
276,h:4970,1,-7.059152,110.415717
8724,h:28,1,37.681733,-121.768495
14906,h:3917,1,40.651374,-73.937087
13822,h:1926,1,47.484611,-122.341797
16445,h:2271,1,37.758436,-122.251603
13318,h:4933,1,41.574476,-90.513581
8052,h:2334,1,34.021088,-118.097923
7724,h:6068,1,35.595168,-115.396124
9341,h:34408,1,46.730952,-117.178415
14765,h:34,1,37.776916,-122.418963
14732,h:158,1,40.736169,-73.991675
5407,h:89,1,40.734,-74.0032
8987,h:3647,1,-6.2575,107.031142
11109,h:5352,1,27.768081,-82.653208
13489,h:4500,1,53.797848,-1.546135
6601,h:1177,1,39.353553,-76.843362
6385,h:7499,1,51.4237,-0.272968
3672,h:734,1,42.36,-71.0562
16200,h:675,1,39.731166,-104.981906
3488,h:168,1,40.748444,-73.985603
13677,h:1382,1,40.74963,-74.026995
6682,h:33546,1,35.639403,-120.646085
7369,h:31478,1,45.1808,-93.552153
11118,h:8511,1,44.973654,-93.405553
12828,h:1513,1,34.136407,-118.352838
5011,h:1250,1,40.66801,-73.933019
7992,h:4014,1,40.731604,-73.867253
10944,h:1856,1,52.510645,13.45675
7222,h:264,1,41.885706,-87.660972
5649,h:25951,1,41.121553,-74.049041
7283,h:283,1,33.498367,-111.926135
9085,h:86,1,36.111757,-115.177838
9664,h:799,1,47.601979,-122.33265
14145,h:1523,1,43.039392,-76.136248
14904,h:36,1,37.618573,-122.38609
2321,h:0,1,37.804812,-122.468432
16243,h:145,1,40.715368,-73.992272
10088,h:5,1,37.788357,-122.408016
8011,h:148,1,40.724554,-73.980915
16098,h:6791,1,40.647062,-74.537606
1303,h:13768,1,51.561877,-0.742329
2754,h:6798,1,40.559624,-74.307446
1986,h:8675,1,29.734854,-95.755919
13273,h:2544,1,39.9604,-75.1596
12070,h:11783,1,-23.506228,-47.455909
12469,h:1056,1,32.717812,-117.161907
16285,h:280,1,38.757555,-90.613845
64,h:1372,1,40.765116,-73.923075
3074,h:1236,1,40.792134,-73.967771
5489,h:1346,1,3.063622,101.692482
3307,h:9241,1,21.298014,-157.821038
3623,h:7297,1,43.591095,-116.266684
1583,h:16937,1,33.466803,-86.729692
213,h:14,1,37.816022,-122.35302
9901,h:12800,1,40.62807,-74.080431
6008,h:8909,1,30.32348,-81.667937
4021,h:10824,1,32.462666,-86.392107
8670,h:10415,1,39.463043,-76.630373
4317,h:428,1,40.620729,-79.725517
8093,h:1943,1,40.760845,-72.95504
8771,h:102,1,40.645122,-73.783493
3522,h:2380,1,42.01393,-87.987848
2171,h:105,1,37.76904,-122.483519
2116,h:846,1,40.661266,-73.980188
8108,h:151,1,40.684074,-73.950386
6661,h:1597,1,40.740706,-73.931455
12721,h:150,1,40.741463,-73.988159
4337,h:10469,1,28.787864,-81.298133
4411,h:17456,1,33.07281,-97.080359
204,h:249,1,40.672092,-73.977603
766,h:4393,1,36.049781,-115.028697
6956,h:9296,1,40.812835,-73.984079
12924,h:6619,1,33.847029,-84.361434
7646,h:30980,1,39.127494,-84.518316
2018,h:19636,1,46.602267,-120.477038
15073,h:1011,1,41.915723,-87.631888
10223,h:4713,1,33.425131,-111.818662
11529,h:319,1,33.442277,-111.955506
4357,h:768,1,40.764827,-86.046218
4082,h:249,1,41.182447,-73.874429
16007,h:3976,1,34.040435,-117.639036
8541,h:850,1,40.7776,-73.950314
11942,h:5763,1,-6.366527,106.960213
7057,h:1030,1,40.823394,-74.114495
15970,h:9626,1,39.830719,-75.541134
15492,h:7005,1,45.693144,9.65539
2140,h:5751,1,42.99482,-71.463187
2426,h:15289,1,51.177769,6.649509
5654,h:1233,1,39.9515,-75.1693
16831,h:1994,1,39.934113,-75.158417
8599,h:31854,1,40.896645,-73.871279
15792,h:2593,1,-6.215398,106.834255
7057,h:2666,1,40.746834,-73.891554
2893,h:5615,1,45.465217,9.174068
12227,h:37,1,32.729228,-117.190323
2893,h:3448,1,45.468195,9.175705
15666,h:954,1,29.005066,-82.332747
7208,h:23001,1,39.290902,-76.575645
8160,h:2427,1,38.137139,-122.230175
13347,h:25962,1,39.502174,-76.412307
10017,h:37926,1,33.514019,-86.804324
10344,h:5763,1,-6.39901,106.942272
7982,h:5517,1,-6.155273,106.697966
2081,h:4390,1,36.156103,-115.333496
8841,h:6036,1,40.027061,-83.018195
9410,h:7754,1,42.253131,-70.999921
12616,h:1753,1,40.868939,-73.8705
2697,h:14088,1,39.757781,-86.146135
12327,h:6503,1,41.156353,-73.228627
11392,h:9735,1,40.021248,-75.326437
4833,h:235,1,33.503145,-112.006121
12730,h:40185,1,44.104814,4.081613
7891,h:260,1,33.720618,-84.340408
18094,h:846,1,40.672248,-73.967517
396,h:1551,1,43.111875,-88.405584
10265,h:5208,1,40.736225,-73.251477
7944,h:7198,1,40.054501,-76.355989
72,h:1729,1,41.022936,-73.713225
850,h:5571,1,52.538259,13.42038
11343,h:23833,1,32.835949,-83.627908
13374,h:165,1,40.755804,-73.986398
5362,h:9332,1,21.316085,-157.853547
3658,h:12883,1,42.338673,-71.098301
10614,h:1174,1,43.035244,-87.908083
197,h:2228,1,38.880173,-77.169878
9738,h:2360,1,35.011357,-81.92101
4625,h:7615,1,-7.273651,112.759689
17924,h:734,1,42.355347,-71.063164
7940,h:22471,1,-5.140202,119.422214
8637,h:1269,1,51.514954,-0.144496
10344,h:17729,1,-6.398222,106.94568
7956,h:6594,1,36.10919,-115.153606
2458,h:428,1,40.508876,-75.947591
276,h:4970,1,-7.060853,110.414943
15871,h:768,1,40.193138,-85.6639
8673,h:6646,1,34.148364,-118.75862
6387,h:165,1,40.756436,-73.989929
2161,h:20451,1,-3.109478,-60.020834
5236,h:1177,1,39.152037,-76.722829
16811,h:260,1,33.88251,-84.249493
1443,h:1217,1,40.676001,-73.98014
3995,h:445,1,40.764082,-73.988099
8301,h:705,1,45.522514,-122.678055
14812,h:4971,1,-6.996673,110.431824
5489,h:1346,1,3.063568,101.692629
2963,h:5352,1,27.863362,-82.653182
10773,h:9200,1,32.07386,-81.089953
11422,h:5986,1,42.048446,-87.682763
3736,h:6863,1,43.038003,-87.923604
6484,h:18030,1,-6.367822,106.732771
5265,h:2023,1,39.104281,-84.515232
2794,h:2705,1,40.717672,-73.997521
3197,h:7754,1,42.261014,-71.005253
15781,h:721,1,33.029882,-96.842983
5453,h:31409,1,42.286482,-71.130231
12928,h:1651,1,40.547135,-74.334655
655,h:445,1,40.76307,-73.979226
9935,h:2040,1,-25.400878,-49.247301
17649,h:2613,1,-6.328836,106.834127
15397,h:23682,1,-22.897119,-43.121808
15068,h:1768,1,40.737254,-73.9873
8083,h:91,1,40.74035,-73.989781
3020,h:5,1,37.7718,-122.433
15657,h:4444,1,43.061478,-89.492869
9315,h:5696,1,40.7807,-73.9815
5394,h:3340,1,55.775219,37.585444
2387,h:3122,1,32.932648,-96.8032
764,h:3340,1,55.798498,37.580017
16797,h:1599,1,40.805356,-73.96536
9965,h:2068,1,33.585582,-85.899373
12249,h:13026,1,30.180439,-85.81346
11688,h:516,1,38.924796,-77.035254
16393,h:217,1,33.70592,-112.110221
3389,h:7523,1,45.650908,13.770544
4633,h:692,1,40.774237,-73.872113
